population,pc,pm,sel,cros,ss,best_fit,final_diversity,final_exploration,final_exploitation,runtime
200,0.95,0.25,tournament,arithmetic,False,-0.595178331911205,1.6327416431855977,85.12487534087737,14.875124659122632,412.59601599990856
50,0.95,0.25,roulette,one_point,False,-0.5951793887777823,2.1800095466067613,96.6818120468946,3.3181879531053937,97.40453659987544
200,0.95,0.25,roulette,multi_points,False,-0.5951799355442781,2.2878161401806705,99.16460884233132,0.8353911576686812,407.56580189976376
200,0.95,0.05,roulette,uniform,False,-0.5951835817527829,2.1740504509497023,94.41375922079656,5.586240779203436,396.0371491000988
50,0.95,0.25,roulette,uniform,False,-0.5951925920108911,1.7964729079843615,79.84081045644827,20.159189543551733,102.34464749984907
200,0.95,0.25,roulette,uniform,False,-0.5951954641145325,1.9369969120160668,84.48651749060524,15.513482509394764,385.7026452000719
200,0.75,0.025,roulette,multi_points,False,-0.595198411643864,2.1176642450932173,91.99267774135576,8.007322258644237,393.1544042000314
50,0.75,0.05,roulette,uniform,False,-0.5951999838449202,1.3082347381343242,58.06084478921938,41.93915521078062,104.59707929962316
50,0.75,0.05,roulette,multi_points,False,-0.5952050524914848,1.8527299426459267,82.41379771574994,17.586202284250064,98.24980560014956
200,0.75,0.05,roulette,multi_points,False,-0.5952120446506268,2.187484012580301,94.91821979097249,5.081780209027528,397.3122530998662
200,0.95,0.025,roulette,uniform,False,-0.5952120730919341,1.9370225734505684,84.02632332974349,15.97367667025651,395.42994989978615
200,0.95,0.025,roulette,one_point,False,-0.5952374424086267,2.01681068490124,87.58885884745506,12.411141152544944,384.6746705003316
200,0.95,0.05,roulette,one_point,False,-0.5952393175295015,1.9948845570331988,86.57026590876448,13.429734091235517,409.8092921000207
200,0.95,0.025,roulette,multi_points,False,-0.5952458925322186,2.156770807888696,93.71748649320814,6.282513506791858,399.60313470009714
50,0.75,0.25,roulette,one_point,False,-0.5952512429582726,2.104188955160313,93.65920537132564,6.340794628674345,97.20223529927898
200,0.75,0.025,roulette,arithmetic,False,-0.5952525216348072,0.2338018040837714,11.02713964978053,88.97286035021946,381.6627547000535
